交易时间,交易分类,交易对方,商品说明,收/支,金额,收/付款方式,交易状态,来源,是否退款
2024-11-15 13:29:58,转账红包,李四,李四-AA收款,支出,23.14,余额宝,支付成功,支付宝,False
2024-11-15 09:02:49,商户消费,小卖部,小卖部-买早餐,支出,39.46,零钱,支付成功,微信,False
2024-11-15 04:56:15,充值缴费,腾讯视频,腾讯视频-话费充值,支出,698.98,余额宝,支付成功,支付宝,False
2024-11-14 22:04:06,充值缴费,中国移动,中国移动-宽带续费,支出,31.92,余额宝,支付成功,支付宝,False
2024-11-14 17:26:43,商户消费,小卖部,小卖部-买菜,支出,22.63,零钱,支付成功,微信,False
2024-11-14 16:20:53,餐饮美食,喜茶,喜茶-早餐,支出,19.99,余额宝,支付成功,支付宝,False
2024-11-14 13:55:37,商户消费,便利店,便利店-买菜,支出,5.61,零钱,支付成功,微信,False
2024-11-14 11:52:12,餐饮美食,星巴克,星巴克-夜宵,支出,5.48,余额宝,支付成功,支付宝,False
2024-11-14 10:45:39,餐饮美食,海底捞,海底捞-下午茶,支出,969.24,余额宝,支付成功,支付宝,False
2024-11-14 10:21:59,酒店旅游,亚朵酒店,亚朵酒店-景点门票,支出,2282.49,余额宝,支付成功,支付宝,False
2024-11-14 09:11:46,转账,借款人,借款人-还款,收入,131.55,零钱,支付成功,微信,False
2024-11-13 23:16:50,理财,7-11便利店,7-11便利店-购买生活用品,支出,140.71,余额宝,支付成功,支付宝,False
2024-11-13 21:24:21,餐饮美食,肯德基,肯德基-夜宵,支出,23.4,余额宝,支付成功,支付宝,False
2024-11-13 15:56:14,交通出行,T3出行,T3出行-加油,支出,2.14,余额宝,支付成功,支付宝,False
2024-11-13 13:01:28,商户消费,早餐车,早餐车-零钱支付,支出,23.61,零钱,支付成功,微信,False
2024-11-13 12:36:42,餐饮美食,肯德基,肯德基-周末改善伙食,支出,37.87,余额宝,支付成功,支付宝,False
2024-11-13 11:31:03,交通出行,滴滴出行,滴滴出行-停车费,支出,15.37,余额宝,支付成功,支付宝,False
2024-11-13 11:12:26,其他,菜市场,菜市场-零钱支付,支出,33.58,余额宝,支付成功,支付宝,False
2024-11-13 10:24:54,日用百货,家乐福,家乐福-零食饮料,支出,362.09,余额宝,支付成功,支付宝,False
2024-11-13 10:07:34,其他,水果摊,水果摊-零钱支付,支出,194.87,余额宝,支付成功,支付宝,False
2024-11-13 10:01:18,餐饮美食,兰州拉面,兰州拉面-外卖订单,支出,29.62,余额宝,支付成功,支付宝,False
2024-11-13 07:44:06,文化休闲,万达影城,万达影城-看电影,支出,175.96,余额宝,支付成功,支付宝,False
2024-11-13 02:56:48,商户消费,水果摊,水果摊-零钱支付,支出,46.47,零钱,支付成功,微信,False
2024-11-12 20:44:12,微信红包,微信好友,微信好友-大吉大利,支出,2.93,零钱,支付成功,微信,False
2024-11-12 19:38:23,转账,借款人,借款人-转账,支出,29.19,零钱,支付成功,微信,False
2024-11-11 23:14:54,餐饮美食,肯德基,肯德基-工作餐,支出,58.36,余额宝,支付成功,支付宝,False
2024-11-11 23:13:35,酒店旅游,华住会,华住会-度假,支出,2433.14,余额宝,支付成功,支付宝,False
2024-11-11 16:31:58,餐饮美食,沙县小吃,沙县小吃-聚餐,支出,7.69,余额宝,支付成功,支付宝,False
2024-11-11 14:28:45,扫二维码付款,打印店,打印店-付款,支出,15.0,零钱,支付成功,微信,False
2024-11-11 13:00:35,住房物业,国家电网,国家电网-宽带费,支出,39.43,余额宝,支付成功,支付宝,False
2024-11-11 12:22:33,餐饮美食,星巴克,星巴克-聚餐,支出,57.05,余额宝,支付成功,支付宝,False
2024-11-10 18:41:13,服饰装扮,耐克Nike,耐克Nike-运动装备,支出,128.07,余额宝,支付成功,支付宝,False
2024-11-10 15:03:23,日用百货,京东超市,京东超市-购买生活用品,支出,74.54,余额宝,支付成功,支付宝,False
2024-11-10 09:06:53,餐饮美食,瑞幸咖啡,瑞幸咖啡-聚餐,支出,15.87,余额宝,支付成功,支付宝,False
2024-11-10 03:48:15,充值缴费,百度网盘,百度网盘-流量包,支出,994.28,余额宝,支付成功,支付宝,False
2024-11-10 03:05:56,爱车养车,4S店,4S店-维修,支出,104.68,余额宝,支付成功,支付宝,False
2024-11-09 18:55:38,扫二维码付款,打印店,打印店-扫码支付,支出,170.24,零钱,支付成功,微信,False
2024-11-09 18:45:27,商户消费,便利店,便利店-零钱支付,支出,31.87,零钱,支付成功,微信,False
2024-11-09 17:49:41,餐饮美食,美团外卖,美团外卖-早餐,支出,176.57,余额宝,支付成功,支付宝,False
2024-11-09 17:13:13,餐饮美食,蜜雪冰城,蜜雪冰城-工作餐,支出,33.19,余额宝,支付成功,支付宝,False
2024-11-09 13:58:04,扫二维码付款,打印店,打印店-扫码支付,支出,10.15,零钱,支付成功,微信,False
2024-11-09 08:37:40,转账,朋友,朋友-转账,支出,139.18,零钱,支付成功,微信,False
2024-11-08 21:21:54,亲子,全家FamilyMart,全家FamilyMart-零食饮料,支出,69.87,余额宝,支付成功,支付宝,False
2024-11-08 18:25:01,运动户外,7-11便利店,7-11便利店-纸巾湿巾,支出,10.42,余额宝,支付成功,支付宝,False
2024-11-08 17:06:56,文化休闲,万达影城,万达影城-演唱会门票,支出,818.75,余额宝,支付成功,支付宝,False
2024-11-08 16:15:38,运动户外,全家FamilyMart,全家FamilyMart-洗漱用品,支出,34.01,余额宝,支付成功,支付宝,False
2024-11-08 15:26:07,餐饮美食,喜茶,喜茶-外卖订单,支出,198.7,余额宝,支付成功,支付宝,False
2024-11-08 13:09:52,餐饮美食,必胜客,必胜客-周末改善伙食,支出,32.92,余额宝,支付成功,支付宝,False
2024-11-08 13:08:10,商户消费,便利店,便利店-买菜,支出,3.99,零钱,支付成功,微信,False
2024-11-07 18:38:36,扫二维码付款,小吃店,小吃店-扫码支付,支出,11.69,零钱,支付成功,微信,False
2024-11-07 14:47:37,商户消费,菜市场,菜市场-零钱支付,支出,15.2,零钱,支付成功,微信,False
2024-11-06 17:27:40,日用百货,沃尔玛,沃尔玛-洗漱用品,支出,53.18,余额宝,支付成功,支付宝,False
2024-11-06 13:09:52,转账红包,赵六,赵六-节日红包,收入,27.47,余额宝,支付成功,支付宝,False
2024-11-06 11:48:37,收入,XX科技有限公司,XX科技有限公司-二手出售,收入,61.21,余额宝,支付成功,支付宝,False
2024-11-06 11:45:24,交通出行,中国石油,中国石油-共享单车,支出,95.21,余额宝,支付成功,支付宝,False
2024-11-06 10:49:38,餐饮美食,必胜客,必胜客-周末改善伙食,支出,36.02,余额宝,支付成功,支付宝,False
2024-11-06 09:25:17,转账,借款人,借款人-还款,支出,89.3,零钱,支付成功,微信,False
2024-11-06 04:41:56,转账,朋友,朋友-转账,支出,743.91,零钱,支付成功,微信,False
2024-11-05 21:42:09,餐饮美食,肯德基,肯德基-工作餐,支出,10.04,余额宝,支付成功,支付宝,False
2024-11-05 19:21:55,收入,XX科技有限公司,XX科技有限公司-奖金,收入,20.77,余额宝,支付成功,支付宝,False
2024-11-05 19:13:35,商户消费,早餐车,早餐车-买水果,支出,112.73,零钱,支付成功,微信,False
2024-11-04 21:21:39,餐饮美食,麦当劳,麦当劳-周末改善伙食,支出,6.78,余额宝,支付成功,支付宝,False
2024-11-04 13:42:52,群收款,旅游群,旅游群-AA分摊,支出,521.2,零钱,支付成功,微信,False
2024-11-04 13:32:08,群收款,班级群,班级群-活动费,支出,550.19,零钱,支付成功,微信,False
2024-11-04 13:25:20,微信红包,同学,同学-恭喜发财,支出,8.03,零钱,支付成功,微信,False
2024-11-04 13:24:02,其他,水果摊,水果摊-零钱支付,支出,35.69,余额宝,支付成功,支付宝,False
2024-11-03 20:34:41,其他,小卖部,小卖部-买水果,支出,488.26,余额宝,支付成功,支付宝,False
2024-11-03 20:28:59,服饰装扮,唯品会,唯品会-鞋子,支出,549.5,余额宝,支付成功,支付宝,False
2024-11-03 18:48:21,转账红包,赵六,赵六-节日红包,收入,19.75,余额宝,支付成功,支付宝,False
2024-11-03 13:37:10,商户消费,早餐车,早餐车-买水果,支出,8.5,零钱,支付成功,微信,False
2024-11-03 11:58:26,扫二维码付款,出租车,出租车-扫码支付,支出,20.22,零钱,支付成功,微信,False
2024-11-03 11:57:57,商户消费,菜市场,菜市场-买菜,支出,35.83,零钱,支付成功,微信,False
2024-11-03 09:02:03,餐饮美食,饿了么,饿了么-下午茶,支出,173.49,余额宝,支付成功,支付宝,False
2024-11-02 20:17:49,商户消费,早餐车,早餐车-买菜,支出,41.49,零钱,支付成功,微信,False
2024-11-02 20:14:51,商户消费,菜市场,菜市场-买菜,支出,183.09,零钱,支付成功,微信,False
2024-11-02 18:56:04,扫二维码付款,打印店,打印店-扫码支付,支出,21.93,零钱,支付成功,微信,False
2024-11-02 18:01:40,教育培训,罗森,罗森-购买生活用品,支出,163.68,余额宝,支付成功,支付宝,False
2024-11-02 11:01:44,转账,房东,房东-还款,收入,323.66,零钱,支付成功,微信,False
2024-11-02 08:12:33,日用百货,名创优品,名创优品-纸巾湿巾,支出,67.18,余额宝,支付成功,支付宝,False
2024-11-01 20:11:07,餐饮美食,兰州拉面,兰州拉面-工作餐,支出,53.05,余额宝,支付成功,支付宝,False
2024-11-01 19:37:02,日用百货,7-11便利店,7-11便利店-纸巾湿巾,支出,22.31,余额宝,支付成功,支付宝,False
2024-11-01 18:29:27,转账红包,李四,李四-借款还款,收入,128.21,余额宝,支付成功,支付宝,False
2024-11-01 15:07:08,餐饮美食,喜茶,喜茶-夜宵,支出,10.32,余额宝,支付成功,支付宝,False
2024-11-01 13:08:45,餐饮美食,饿了么,饿了么-夜宵,支出,41.23,余额宝,支付成功,支付宝,False
2024-11-01 13:06:55,餐饮美食,海底捞,海底捞-工作餐,支出,44.9,余额宝,支付成功,支付宝,False
2024-11-01 12:55:02,扫二维码付款,小吃店,小吃店-付款,支出,12.02,零钱,支付成功,微信,False
2024-11-01 12:01:04,教育培训,家乐福,家乐福-购买生活用品,支出,99.0,余额宝,支付成功,支付宝,False
2024-11-01 11:47:55,商户消费,早餐车,早餐车-买菜,支出,122.66,零钱,支付成功,微信,False
2024-11-01 10:21:52,日用百货,屈臣氏,屈臣氏-零食饮料,支出,164.61,余额宝,支付成功,支付宝,False
2024-11-01 09:00:00,住房物业,房东,房租,支出,4500.0,银行卡,支付成功,支付宝,False
2024-10-31 19:47:07,餐饮美食,麦当劳,麦当劳-下午茶,支出,24.8,余额宝,支付成功,支付宝,False
2024-10-31 13:20:02,餐饮美食,蜜雪冰城,蜜雪冰城-外卖订单,支出,19.31,余额宝,支付成功,支付宝,False
2024-10-31 13:03:55,住房物业,碧桂园服务,碧桂园服务-电费,支出,77.73,余额宝,支付成功,支付宝,False
2024-10-31 11:32:21,餐饮美食,沙县小吃,沙县小吃-早餐,支出,39.88,余额宝,支付成功,支付宝,False
2024-10-31 11:29:54,扫二维码付款,路边摊,路边摊-付款,支出,18.7,零钱,支付成功,微信,False
2024-10-31 11:19:19,餐饮美食,肯德基,肯德基-早餐,支出,38.86,余额宝,支付成功,支付宝,False
2024-10-31 08:56:39,商户消费,便利店,便利店-零钱支付,支出,26.76,零钱,支付成功,微信,False
2024-10-30 19:11:30,餐饮美食,必胜客,必胜客-早餐,支出,47.86,余额宝,支付成功,支付宝,False
2024-10-30 15:20:05,餐饮美食,饿了么,饿了么-工作餐,支出,92.15,余额宝,支付成功,支付宝,False
2024-10-30 14:17:26,住房物业,房东,房东-物业费,支出,177.11,余额宝,支付成功,支付宝,False
2024-10-30 12:24:39,亲子,7-11便利店,7-11便利店-零食饮料,支出,164.91,余额宝,支付成功,支付宝,False
2024-10-30 10:17:49,其他,水果摊,水果摊-买菜,支出,48.86,余额宝,支付成功,支付宝,False
2024-10-29 21:06:43,亲子,屈臣氏,屈臣氏-购买生活用品,支出,144.05,余额宝,支付成功,支付宝,False
2024-10-29 20:53:32,充值缴费,百度网盘,百度网盘-会员订阅,支出,871.59,余额宝,支付成功,支付宝,False
2024-10-29 18:45:12,餐饮美食,沙县小吃,沙县小吃-工作餐,支出,37.93,余额宝,支付成功,支付宝,False
2024-10-29 17:55:14,交通出行,铁路12306,铁路12306-打车上班,支出,18.74,余额宝,支付成功,支付宝,False
2024-10-29 13:49:06,充值缴费,中国电信,中国电信-会员订阅,支出,167.48,余额宝,支付成功,支付宝,False
2024-10-29 13:29:50,商户消费,早餐车,早餐车-买水果,支出,4.5,零钱,支付成功,微信,False
2024-10-29 12:12:18,充值缴费,中国电信,中国电信-流量包,支出,944.7,余额宝,支付成功,支付宝,False
2024-10-29 12:11:09,商户消费,早餐车,早餐车-买菜,支出,31.02,零钱,支付成功,微信,False
2024-10-29 12:04:48,微信红包,微信好友,微信好友-大吉大利,支出,111.91,零钱,支付成功,微信,False
2024-10-29 10:25:20,医疗健康,第一人民医院,第一人民医院-体检,支出,64.59,余额宝,支付成功,支付宝,False
2024-10-29 09:55:40,餐饮美食,饿了么,饿了么-外卖订单,支出,115.13,余额宝,支付成功,支付宝,False
2024-10-29 09:03:01,美容美发,完美日记,完美日记-染发,支出,964.45,余额宝,支付成功,支付宝,False
2024-10-28 19:54:47,亲子,罗森,罗森-购买生活用品,支出,630.95,余额宝,支付成功,支付宝,False
2024-10-28 18:35:43,扫二维码付款,路边摊,路边摊-扫码支付,支出,2.58,零钱,支付成功,微信,False
2024-10-28 17:54:42,餐饮美食,麦当劳,麦当劳-周末改善伙食,支出,111.84,余额宝,支付成功,支付宝,False
2024-10-28 13:55:23,住房物业,国家电网,国家电网-房租,支出,75.77,余额宝,支付成功,支付宝,False
2024-10-27 20:51:22,微信红包,微信好友,微信好友-恭喜发财,收入,8.48,零钱,支付成功,微信,False
2024-10-27 18:53:53,亲子,名创优品,名创优品-零食饮料,支出,149.25,余额宝,支付成功,支付宝,False
2024-10-27 18:15:21,收入,银行利息,银行利息-奖金,收入,14.4,余额宝,支付成功,支付宝,False
2024-10-27 11:10:28,微信红包,家人,家人-恭喜发财,支出,18.89,零钱,支付成功,微信,False
2024-10-26 22:22:23,日用百货,7-11便利店,7-11便利店-纸巾湿巾,支出,10.48,余额宝,支付成功,支付宝,False
2024-10-26 18:48:00,转账红包,赵六,赵六-转账,支出,102.24,余额宝,支付成功,支付宝,False
2024-10-26 11:47:57,转账,房东,房东-转账,收入,175.83,零钱,支付成功,微信,False
2024-10-26 02:13:24,转账红包,同事群,同事群-转账,收入,140.18,余额宝,支付成功,支付宝,False
2024-10-25 21:24:41,餐饮美食,麦当劳,麦当劳-工作餐,支出,14.38,余额宝,支付成功,支付宝,False
2024-10-25 20:44:14,扫二维码付款,出租车,出租车-付款,支出,2.25,零钱,支付成功,微信,False
2024-10-25 20:21:52,群收款,旅游群,旅游群-活动费,支出,148.88,零钱,支付成功,微信,False
2024-10-25 17:44:53,扫二维码付款,出租车,出租车-扫码支付,支出,20.12,零钱,支付成功,微信,False
2024-10-25 13:48:27,收入,银行利息,银行利息-奖金,收入,139.11,余额宝,支付成功,支付宝,False
2024-10-25 11:42:36,餐饮美食,海底捞,海底捞-下午茶,支出,43.71,余额宝,支付成功,支付宝,False
2024-10-25 11:24:10,转账,朋友,朋友-还款,收入,179.74,零钱,支付成功,微信,False
2024-10-25 10:03:47,餐饮美食,美团外卖,美团外卖-聚餐,支出,74.6,余额宝,支付成功,支付宝,False
2024-10-25 09:31:43,充值缴费,百度网盘,百度网盘-会员订阅,支出,222.17,余额宝,支付成功,支付宝,False
2024-10-24 23:42:06,日用百货,京东超市,京东超市-购买生活用品,支出,68.06,余额宝,支付成功,支付宝,False
2024-10-24 19:44:51,餐饮美食,兰州拉面,兰州拉面-夜宵,支出,22.63,余额宝,支付成功,支付宝,False
2024-10-24 19:16:46,亲子,京东超市,京东超市-纸巾湿巾,支出,15.09,余额宝,支付成功,支付宝,False
2024-10-24 14:03:57,商户消费,水果摊,水果摊-买水果,支出,2.27,零钱,支付成功,微信,False
2024-10-24 12:25:56,爱车养车,4S店,4S店-保养,支出,39.83,余额宝,支付成功,支付宝,False
2024-10-24 12:13:04,餐饮美食,兰州拉面,兰州拉面-工作餐,支出,71.95,余额宝,支付成功,支付宝,False
2024-10-24 11:43:34,商户消费,便利店,便利店-买早餐,支出,48.14,零钱,支付成功,微信,False
2024-10-24 08:43:20,日用百货,罗森,罗森-零食饮料,支出,28.8,余额宝,支付成功,支付宝,False
2024-10-24 08:41:51,住房物业,国家电网,国家电网-水费,支出,199.74,余额宝,支付成功,支付宝,False
2024-10-23 23:12:44,餐饮美食,海底捞,海底捞-早餐,支出,196.63,余额宝,支付成功,支付宝,False
2024-10-23 19:47:31,扫二维码付款,打印店,打印店-付款,支出,10.05,零钱,支付成功,微信,False
2024-10-23 16:44:44,日用百货,名创优品,名创优品-洗漱用品,支出,67.66,余额宝,支付成功,支付宝,False
2024-10-23 13:34:24,教育培训,京东超市,京东超市-洗漱用品,支出,35.74,余额宝,支付成功,支付宝,False
2024-10-23 13:18:09,餐饮美食,海底捞,海底捞-外卖订单,支出,44.65,余额宝,支付成功,支付宝,False
